system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,QA60,date,lat,lon,.geo
2989,1640,664,546,1271,992,871,862,841,842,697,828,0,2023-07-18,26.755181343991435,-16.141802269199452,"{""type"":""MultiPoint"",""coordinates"":[]}"
2991,1392,4318,2790,1313,1441,1993,2224,2582,2947,2835,3354,0,2023-07-21,-18.536437233578347,-52.78165599848336,"{""type"":""MultiPoint"",""coordinates"":[]}"
2993,1370,54,40,1058,679,363,306,261,223,193,161,0,2023-02-07,36.80577277626815,125.51051903620008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2995,1248,1739,887,965,836,732,1101,1595,1861,1820,2135,0,2023-06-14,-9.071970956690842,20.258996573349183,"{""type"":""MultiPoint"",""coordinates"":[]}"
2996,4947,1990,1711,4948,4178,4391,4419,4610,4664,4849,4689,0,2023-11-26,49.49940627659812,14.239546486828873,"{""type"":""MultiPoint"",""coordinates"":[]}"
2997,1512,342,251,1099,813,630,475,509,510,392,470,0,2023-10-19,-7.76901296431184,-156.24395228042204,"{""type"":""MultiPoint"",""coordinates"":[]}"
2998,2139,5306,4690,2225,2709,3721,3828,4051,4311,4074,4456,0,2023-06-30,23.93691287946467,-12.684854641488771,"{""type"":""MultiPoint"",""coordinates"":[]}"
3003,1370,161,128,910,558,358,314,278,299,219,260,0,2023-04-23,-18.186308827664693,-162.96982374659163,"{""type"":""MultiPoint"",""coordinates"":[]}"
3004,3540,3595,2882,1962,2254,2819,3188,3936,4495,3009,4799,0,2023-06-17,26.026189909667913,116.68508644062008,"{""type"":""MultiPoint"",""coordinates"":[]}"
3006,1110,1320,514,797,673,344,670,2237,2792,2467,3080,0,2023-07-17,55.11252422753892,159.99715476887042,"{""type"":""MultiPoint"",""coordinates"":[]}"
3010,1195,1692,917,913,786,724,1181,1764,2022,2104,2336,0,2023-05-20,60.00126165105306,61.4871254266329,"{""type"":""MultiPoint"",""coordinates"":[]}"
3011,2432,6461,5294,2633,3280,4277,4515,4778,5151,4980,5427,0,2023-10-19,15.38440005583219,18.143359474516508,"{""type"":""MultiPoint"",""coordinates"":[]}"
3014,1588,1601,1442,1309,1070,1010,1045,1113,1184,1157,1264,0,2023-09-04,-10.074676441656164,16.555416611414497,"{""type"":""MultiPoint"",""coordinates"":[]}"
3015,2215,7055,5619,2453,3423,5037,4982,5321,5932,5461,6199,0,2023-08-01,16.225423399299338,9.796352884999074,"{""type"":""MultiPoint"",""coordinates"":[]}"
3016,8897,833,832,8743,7992,8431,8526,8483,8415,8062,8233,0,2023-10-05,-68.83273171432612,-76.61691690132504,"{""type"":""MultiPoint"",""coordinates"":[]}"
3017,3945,629,535,4889,4423,4599,4217,4496,4592,4739,4666,0,2023-02-08,50.882189384382656,-100.41419138640465,"{""type"":""MultiPoint"",""coordinates"":[]}"
3019,1774,4037,3445,1603,1703,2154,2647,2750,3010,2842,3238,0,2023-10-24,44.66614495409259,115.64803516964939,"{""type"":""MultiPoint"",""coordinates"":[]}"
3021,1679,206,135,1277,882,628,525,491,493,402,440,0,2023-10-28,12.445504553209458,97.90624985869631,"{""type"":""MultiPoint"",""coordinates"":[]}"
3023,847,1893,959,635,614,448,926,1887,2207,2296,2511,0,2023-10-30,25.921743810231582,98.94588736689089,"{""type"":""MultiPoint"",""coordinates"":[]}"
3024,1171,1683,1295,1027,950,1125,1176,1255,1337,1312,1344,0,2023-08-17,-29.256807853076953,28.8790460158777,"{""type"":""MultiPoint"",""coordinates"":[]}"
3026,882,1280,691,672,643,486,798,1608,1879,1860,2092,0,2023-12-03,-7.364153794894973,-78.72104368935454,"{""type"":""MultiPoint"",""coordinates"":[]}"
3027,1108,1326,466,821,651,371,659,1990,2760,2766,3062,0,2023-05-16,-12.782935627564402,-69.42632212581209,"{""type"":""MultiPoint"",""coordinates"":[]}"
3029,2252,70,53,1693,952,645,551,524,464,371,356,0,2023-03-24,75.4620698255563,36.83291193610723,"{""type"":""MultiPoint"",""coordinates"":[]}"
3032,1636,421,304,1276,925,727,648,632,627,564,590,0,2023-04-18,8.775310565820506,97.19194485521153,"{""type"":""MultiPoint"",""coordinates"":[]}"
3035,2083,4922,4041,1904,2305,3168,3392,3559,3854,3580,4029,0,2023-09-20,28.001556011238364,44.91863546480104,"{""type"":""MultiPoint"",""coordinates"":[]}"
3037,1480,3145,2245,1259,1121,1306,1466,1671,1847,1946,2109,0,2023-04-17,56.18866792594956,68.30787709311214,"{""type"":""MultiPoint"",""coordinates"":[]}"
3038,1438,3816,3295,1564,1883,2452,2645,2788,2954,2938,3093,0,2023-10-07,35.238838263796914,66.59641744145696,"{""type"":""MultiPoint"",""coordinates"":[]}"
3039,1701,1137,913,1536,1378,1222,1117,1066,1159,1089,1175,0,2023-06-24,20.059465999116494,-90.5270104828355,"{""type"":""MultiPoint"",""coordinates"":[]}"
3040,1272,108,78,940,576,343,287,265,249,211,195,0,2023-12-09,17.89465593543801,108.15579574602323,"{""type"":""MultiPoint"",""coordinates"":[]}"
3042,1082,1765,879,839,780,646,855,1718,2037,2045,2333,0,2023-03-14,-18.08973867859123,-43.68782435118385,"{""type"":""MultiPoint"",""coordinates"":[]}"
3045,1713,3703,3400,1702,1917,2576,2713,2834,2959,2864,3017,0,2023-04-15,24.911805246771987,42.144018464005725,"{""type"":""MultiPoint"",""coordinates"":[]}"
3046,1263,3803,2908,1046,1074,1998,2242,2388,2478,2323,2570,0,2023-03-14,-26.824598973173963,133.64886720224516,"{""type"":""MultiPoint"",""coordinates"":[]}"
3049,2046,40,5,1491,905,593,468,424,362,296,267,0,2023-11-17,59.50068628260544,4.040658601944755,"{""type"":""MultiPoint"",""coordinates"":[]}"
3051,1133,1041,474,853,723,447,684,1735,2129,2128,2326,0,2023-08-20,56.54145830598584,61.28579536946319,"{""type"":""MultiPoint"",""coordinates"":[]}"
3054,2658,2436,2153,2712,2406,2458,2331,2384,2509,2266,2610,0,2023-04-04,-2.405977768529738,146.17665291850602,"{""type"":""MultiPoint"",""coordinates"":[]}"
3055,1200,30,18,865,498,237,189,157,141,111,102,0,2023-10-17,31.29727469550449,-80.45173851961046,"{""type"":""MultiPoint"",""coordinates"":[]}"
3056,1445,2278,1623,1086,877,941,1052,1173,1382,1326,1659,0,2023-06-11,-31.836070901544634,-61.154603906737115,"{""type"":""MultiPoint"",""coordinates"":[]}"
3057,8841,628,667,8093,7093,7454,8193,8167,7979,6894,7749,0,2023-05-24,74.65719662534134,145.48053988022036,"{""type"":""MultiPoint"",""coordinates"":[]}"
3059,1096,34,13,768,467,232,197,160,150,112,91,0,2023-09-07,45.38709039114144,154.4388820481223,"{""type"":""MultiPoint"",""coordinates"":[]}"
3061,1447,3525,2873,1368,1611,2316,2437,2734,2973,2947,3116,0,2023-03-30,-27.96369259926851,21.21636737870009,"{""type"":""MultiPoint"",""coordinates"":[]}"
3065,2141,1376,1284,1978,1680,1546,1457,1411,1397,1449,1377,0,2023-05-28,56.588080065482934,-151.39224061629167,"{""type"":""MultiPoint"",""coordinates"":[]}"
3067,1450,173,130,1102,811,562,482,441,427,371,367,0,2023-11-04,19.505399165674785,57.776840126675125,"{""type"":""MultiPoint"",""coordinates"":[]}"
3068,1289,27,18,917,552,311,242,214,190,151,149,0,2023-10-05,58.69147763757818,153.17039932171068,"{""type"":""MultiPoint"",""coordinates"":[]}"
3069,6807,1609,1255,6567,5571,6401,6658,6819,6824,6429,6755,0,2023-11-04,67.75479466161532,-77.25136956286569,"{""type"":""MultiPoint"",""coordinates"":[]}"
3070,1338,2729,2181,1122,970,1013,1112,1316,1472,1487,1710,0,2023-10-04,-19.0787162911559,34.23496705476481,"{""type"":""MultiPoint"",""coordinates"":[]}"
3071,1588,3365,2517,1349,1331,1345,1611,2032,2311,2247,2677,0,2023-11-19,-15.599414328247688,17.54824789961644,"{""type"":""MultiPoint"",""coordinates"":[]}"
3075,1607,195,140,1080,642,456,392,354,334,298,293,0,2023-09-14,-26.158079505352436,-107.00283222405145,"{""type"":""MultiPoint"",""coordinates"":[]}"
3076,1609,2143,1333,1321,1221,972,1280,1905,2136,2108,2382,0,2023-04-14,20.44128682768464,82.54440827856267,"{""type"":""MultiPoint"",""coordinates"":[]}"
3080,1331,27,21,917,542,294,248,196,158,150,122,0,2023-09-08,-39.565610284210806,-74.66074352227841,"{""type"":""MultiPoint"",""coordinates"":[]}"
3082,1224,2421,1232,1001,994,801,1158,2580,3044,2967,3270,0,2023-03-24,-9.136039484774008,-41.862770304773136,"{""type"":""MultiPoint"",""coordinates"":[]}"
3083,1097,1021,490,816,688,466,749,1642,1872,1886,2094,0,2023-09-22,37.70038060704766,27.20261929492983,"{""type"":""MultiPoint"",""coordinates"":[]}"
3086,1301,218,179,976,658,448,407,383,355,324,320,0,2023-06-08,53.257087616408036,162.13666902973318,"{""type"":""MultiPoint"",""coordinates"":[]}"
3088,3100,459,385,2759,2168,2187,2642,3438,3468,3266,3632,0,2023-02-12,61.64634262993489,85.80502683366754,"{""type"":""MultiPoint"",""coordinates"":[]}"
3094,1633,607,406,1273,927,758,752,706,750,644,734,0,2023-08-27,7.771049281482871,151.32560947401043,"{""type"":""MultiPoint"",""coordinates"":[]}"
3104,1790,3358,2463,1747,1950,2321,2201,2591,3004,2745,3198,0,2023-09-09,27.56909026619198,67.63438769371191,"{""type"":""MultiPoint"",""coordinates"":[]}"
3106,7995,770,715,7512,5762,7026,7373,7708,7926,7410,8019,0,2023-03-12,76.69679117721854,-26.247981972541144,"{""type"":""MultiPoint"",""coordinates"":[]}"
3109,1626,6702,5657,1597,2146,4179,4545,4915,5192,4944,5308,0,2023-05-15,16.31639420844019,25.731890222124758,"{""type"":""MultiPoint"",""coordinates"":[]}"
3112,1564,115,75,1100,640,388,401,409,374,212,317,0,2023-07-15,-40.985856851616056,150.6974051158619,"{""type"":""MultiPoint"",""coordinates"":[]}"
3113,1966,2529,1607,1718,1672,1600,1845,2901,3596,3278,3971,0,2023-03-01,3.0780452527838325,24.009281214438367,"{""type"":""MultiPoint"",""coordinates"":[]}"
3114,1261,81,59,944,583,332,271,245,225,196,166,0,2023-04-02,30.303903801837873,-87.1769399254086,"{""type"":""MultiPoint"",""coordinates"":[]}"
3115,1555,40,23,1085,621,352,301,252,232,188,162,0,2023-01-01,38.1184486334706,130.98750997056513,"{""type"":""MultiPoint"",""coordinates"":[]}"
3116,1214,1193,729,933,779,588,812,1236,1396,1374,1428,0,2023-05-26,45.7713585362935,-112.03054322930821,"{""type"":""MultiPoint"",""coordinates"":[]}"
3117,4445,4330,3430,4302,4093,4184,4030,4524,5059,4574,5325,0,2023-11-01,7.950452257168343,-3.823141520081165,"{""type"":""MultiPoint"",""coordinates"":[]}"
3120,1556,3252,2756,1467,1636,2157,2221,2387,2525,2455,2617,0,2023-01-09,-27.51633849328268,16.816798316619195,"{""type"":""MultiPoint"",""coordinates"":[]}"
3122,1111,1075,667,835,695,552,786,1251,1311,1148,1479,0,2023-11-22,8.910242133086323,40.137497064937634,"{""type"":""MultiPoint"",""coordinates"":[]}"
3123,1292,1803,1107,1050,939,841,1007,1408,1594,1555,1749,0,2023-10-04,-25.364766540556328,-62.83469190843551,"{""type"":""MultiPoint"",""coordinates"":[]}"
3124,1395,28,13,932,515,272,232,192,156,131,112,0,2023-12-30,33.134565924921056,-12.73801695257487,"{""type"":""MultiPoint"",""coordinates"":[]}"
3128,1845,720,633,1634,1426,925,798,785,828,689,828,0,2023-03-12,-11.6421298000339,153.8501454119951,"{""type"":""MultiPoint"",""coordinates"":[]}"
3133,1440,3355,2944,1451,1663,1896,2049,2172,2314,2284,2396,0,2023-03-31,38.403380609357,44.26237473396188,"{""type"":""MultiPoint"",""coordinates"":[]}"
3137,2861,3116,2374,2981,2917,2951,3099,3908,4387,4011,4642,0,2023-05-01,9.28706806398272,-70.52804048795518,"{""type"":""MultiPoint"",""coordinates"":[]}"
3139,1238,2292,1256,973,896,684,1100,2039,2419,2589,2765,0,2023-10-10,51.249281253009386,11.174084273884352,"{""type"":""MultiPoint"",""coordinates"":[]}"
3140,1882,4871,3647,1831,2208,3084,3512,3828,4029,3818,4246,0,2023-12-27,15.450018250275921,1.7620293526184714,"{""type"":""MultiPoint"",""coordinates"":[]}"
3144,2220,99,37,1676,1061,689,653,585,525,435,382,0,2023-10-18,72.2155075985078,-119.4602462012254,"{""type"":""MultiPoint"",""coordinates"":[]}"
3148,1351,59,41,1043,724,366,300,238,210,164,159,0,2023-04-25,-35.44279492815425,-54.13110440797092,"{""type"":""MultiPoint"",""coordinates"":[]}"
3149,1048,1220,450,739,629,349,674,2355,2928,2986,3282,0,2023-08-06,58.90918698733576,47.82017752758702,"{""type"":""MultiPoint"",""coordinates"":[]}"
3152,6523,6729,4927,6872,6826,7470,6931,7213,7820,7014,8132,0,2023-08-12,-11.929711426101202,163.4559248519585,"{""type"":""MultiPoint"",""coordinates"":[]}"
3153,1764,4192,3772,1750,2003,2700,2858,3012,3210,3156,3358,0,2023-05-28,43.85639516677234,110.4585831263008,"{""type"":""MultiPoint"",""coordinates"":[]}"
3156,1215,42,38,833,449,228,190,161,151,122,114,0,2023-08-07,-19.930466198881174,-175.93334268515338,"{""type"":""MultiPoint"",""coordinates"":[]}"
3160,2147,1300,1161,1789,1465,1355,1300,1291,1330,1195,1333,0,2023-06-19,29.169561614143493,-15.217875752996173,"{""type"":""MultiPoint"",""coordinates"":[]}"
3161,1383,2516,1367,1113,1241,1047,1586,2535,3089,2933,3411,0,2023-09-05,13.388136974393298,22.837306122490784,"{""type"":""MultiPoint"",""coordinates"":[]}"
3162,1315,866,363,972,729,466,715,1799,2135,2173,2472,0,2023-10-10,53.633236043916234,18.682064479399045,"{""type"":""MultiPoint"",""coordinates"":[]}"
3163,2135,38,15,1588,924,600,523,430,351,288,279,0,2023-12-07,57.56903643043487,5.881850500909067,"{""type"":""MultiPoint"",""coordinates"":[]}"
3166,1327,56,39,905,499,281,230,200,192,156,145,0,2023-06-01,2.9330226386667015,120.90464386068234,"{""type"":""MultiPoint"",""coordinates"":[]}"
3169,2601,1591,1663,1936,1638,1807,1540,1644,1732,1379,1789,0,2023-12-15,28.229687373373164,-176.91781419367797,"{""type"":""MultiPoint"",""coordinates"":[]}"
3177,2865,1444,1144,2692,2238,2071,2021,2031,2008,2036,1944,0,2023-06-07,6.808444485763418,151.2464786734778,"{""type"":""MultiPoint"",""coordinates"":[]}"
3179,1158,1376,577,862,781,498,877,1702,2180,2444,2400,0,2023-09-14,59.655719397910744,33.35047729182026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3181,1259,1371,1024,1014,828,871,893,1010,1092,1179,1241,0,2023-01-11,33.44923796013036,46.880687610831494,"{""type"":""MultiPoint"",""coordinates"":[]}"
3184,2097,6457,5765,2198,3059,4602,4873,5154,5399,5251,5489,0,2023-03-10,21.872025774301164,29.15111694934293,"{""type"":""MultiPoint"",""coordinates"":[]}"
3186,1616,234,185,1359,1345,1375,1209,798,865,688,631,0,2023-01-04,2.194822079209512,-50.03222302161298,"{""type"":""MultiPoint"",""coordinates"":[]}"
3187,1912,3524,3050,1941,2047,2358,2455,2700,2856,2738,2922,0,2023-05-05,38.99517224989096,-109.47137439197166,"{""type"":""MultiPoint"",""coordinates"":[]}"
3188,1914,4426,3925,2174,2527,2982,2866,3077,3279,3193,3348,0,2023-02-10,28.229495416049094,55.947374655340596,"{""type"":""MultiPoint"",""coordinates"":[]}"
3190,1098,1116,404,823,643,376,652,1737,2274,2216,2684,0,2023-02-12,-1.1516939728526199,-75.22511820763907,"{""type"":""MultiPoint"",""coordinates"":[]}"
3192,9052,774,857,8865,8024,8372,8629,8586,8442,8153,8110,0,2023-02-09,-75.39731051193839,56.991120888891786,"{""type"":""MultiPoint"",""coordinates"":[]}"
3193,1101,978,413,782,590,335,648,1528,1781,1478,1858,0,2023-08-19,58.92581894560042,122.99486499755255,"{""type"":""MultiPoint"",""coordinates"":[]}"
3196,1232,2614,1703,1079,1091,1143,1388,2019,2392,2326,2638,0,2023-08-14,36.497679513587514,6.794463416473729,"{""type"":""MultiPoint"",""coordinates"":[]}"
3197,1429,298,272,1012,614,427,442,436,421,321,424,0,2023-09-25,31.50593508144294,33.95224500464862,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201,1371,2484,2245,1254,1183,1305,1494,1604,1729,1721,1841,0,2023-03-23,46.46455060974999,83.85264181741047,"{""type"":""MultiPoint"",""coordinates"":[]}"
3202,1486,3811,3182,1582,2038,2606,2763,2908,3025,3127,3029,0,2023-04-21,33.02048665338052,89.59760607905513,"{""type"":""MultiPoint"",""coordinates"":[]}"
3203,1856,5058,4339,1949,2425,3168,3418,3677,3938,3715,4180,0,2023-06-20,48.39076574397875,57.24251884271949,"{""type"":""MultiPoint"",""coordinates"":[]}"
3205,1192,2019,1193,939,768,762,970,1538,1745,1467,1905,0,2023-07-04,-25.032027410138728,147.5706120723531,"{""type"":""MultiPoint"",""coordinates"":[]}"
3206,1190,1266,617,911,751,606,1089,1965,2325,2102,2849,0,2023-06-28,61.58157898841639,83.03304010479616,"{""type"":""MultiPoint"",""coordinates"":[]}"
3209,1512,2897,1987,1199,1078,921,1188,1871,2131,2013,2477,0,2023-05-15,24.035987028708952,-98.41140927505838,"{""type"":""MultiPoint"",""coordinates"":[]}"
3210,1172,43,28,801,490,254,215,195,166,132,123,0,2023-04-22,49.39046723579269,-8.302130289422154,"{""type"":""MultiPoint"",""coordinates"":[]}"
3212,1208,65,45,864,499,281,232,205,190,152,149,0,2023-03-18,-12.582965255176203,137.05996384173412,"{""type"":""MultiPoint"",""coordinates"":[]}"
3216,1739,798,630,1476,1220,1110,1028,1039,1045,914,1011,0,2023-06-17,15.590210409267314,54.79088730286387,"{""type"":""MultiPoint"",""coordinates"":[]}"
3217,1532,3282,2360,1401,1399,1639,1750,2002,2186,2206,2421,0,2023-10-13,40.97092455952864,-112.23008539788671,"{""type"":""MultiPoint"",""coordinates"":[]}"
3218,1945,1134,1022,1832,1394,1218,1141,1135,1178,1252,1171,0,2023-07-13,-7.547770486170043,157.76122980637575,"{""type"":""MultiPoint"",""coordinates"":[]}"
3229,3280,1773,1053,3043,2517,2364,2321,2401,2524,2339,2570,0,2023-11-23,3.0543951548561483,47.678910095833196,"{""type"":""MultiPoint"",""coordinates"":[]}"
3230,2440,5604,5165,2534,3120,4199,4424,4599,4806,4653,4884,0,2023-03-14,25.014146016274633,-9.938731899496723,"{""type"":""MultiPoint"",""coordinates"":[]}"
3232,8422,752,814,8158,7059,7832,8220,8242,8250,7855,7946,0,2023-03-23,68.07505051789387,78.53821061616009,"{""type"":""MultiPoint"",""coordinates"":[]}"
3233,9258,607,598,8966,8119,8637,8783,8787,8723,8163,8567,0,2023-05-04,66.91605701162678,-92.74152764271626,"{""type"":""MultiPoint"",""coordinates"":[]}"
3239,978,1116,470,716,576,371,617,1557,1980,1875,2243,0,2023-09-03,3.241639814388184,-74.68768103997104,"{""type"":""MultiPoint"",""coordinates"":[]}"
3240,1634,3777,3380,1655,2078,3048,3083,3167,3411,3424,3476,0,2023-06-07,19.952033392220905,-13.089903015628424,"{""type"":""MultiPoint"",""coordinates"":[]}"
3244,1487,328,276,1122,732,553,531,545,551,411,500,0,2023-10-20,-21.603153721992857,36.05688924203235,"{""type"":""MultiPoint"",""coordinates"":[]}"
3248,1332,3487,2383,1298,1308,1664,1738,2131,2451,2442,2807,0,2023-10-21,-10.224863613446251,30.395197509115125,"{""type"":""MultiPoint"",""coordinates"":[]}"
3251,1776,3998,3671,1764,2046,2556,2648,2828,3033,3131,3169,0,2023-03-08,42.043809983989156,61.99642887419042,"{""type"":""MultiPoint"",""coordinates"":[]}"
3253,2989,1236,937,3701,3300,3565,4123,4250,4268,3813,4132,0,2023-04-08,43.436735678372166,-115.75074961699251,"{""type"":""MultiPoint"",""coordinates"":[]}"
3255,10087,971,937,9835,9151,9426,9442,9374,9272,8964,8997,0,2023-06-25,68.93327264996849,-40.99530040290651,"{""type"":""MultiPoint"",""coordinates"":[]}"
3256,1604,6601,5800,1658,2317,4129,4463,4802,5134,4948,5316,0,2023-07-08,29.260102345295127,41.21014010657798,"{""type"":""MultiPoint"",""coordinates"":[]}"
3257,1150,138,101,832,544,337,300,274,263,222,240,0,2023-12-06,7.044617676918749,98.08386275502124,"{""type"":""MultiPoint"",""coordinates"":[]}"
3260,1682,5923,5124,1743,2379,3869,4223,4466,4763,4421,4869,0,2023-10-30,15.464274144294574,27.263656502771184,"{""type"":""MultiPoint"",""coordinates"":[]}"
3263,8707,1162,1182,8630,7781,8509,8760,8721,8785,8491,8657,0,2023-04-08,-68.67392775998684,138.8140328411982,"{""type"":""MultiPoint"",""coordinates"":[]}"
3264,1739,4063,3589,1715,1973,2751,2738,2851,3094,2936,3163,0,2023-07-01,23.778961207594097,55.80439200000607,"{""type"":""MultiPoint"",""coordinates"":[]}"
3267,9847,768,920,9339,8742,9095,9262,9191,9001,8684,8766,0,2023-12-15,-72.32085511661629,113.04226305465073,"{""type"":""MultiPoint"",""coordinates"":[]}"
3272,1703,7440,6245,1727,2481,4699,4982,5332,5758,5326,5894,0,2023-11-24,20.179104410776908,25.014415275867755,"{""type"":""MultiPoint"",""coordinates"":[]}"
3275,1398,11,11,976,558,294,237,205,173,132,122,0,2023-05-04,-33.11667138804796,132.54110332497476,"{""type"":""MultiPoint"",""coordinates"":[]}"
3277,1307,42,35,873,453,230,209,179,154,123,112,0,2023-05-06,-20.417635885576388,-29.52687383886309,"{""type"":""MultiPoint"",""coordinates"":[]}"
3280,6188,296,303,5042,3131,2875,2911,2826,2579,2310,2353,0,2023-02-12,64.55550977175766,149.7418142118049,"{""type"":""MultiPoint"",""coordinates"":[]}"
3281,1702,2320,1900,1736,1712,1712,1887,2483,2743,2638,2926,0,2023-07-13,28.947794006986417,100.65247318028783,"{""type"":""MultiPoint"",""coordinates"":[]}"
3283,4339,2393,2059,3912,3150,3433,3543,3579,3617,3469,3583,0,2023-11-19,67.83431871630103,-22.614795785935435,"{""type"":""MultiPoint"",""coordinates"":[]}"
